id,language,prompt,type_es,translation,type,lengh_words,lib,Title,description,categories,check,interesting,fellings,mix
20,es,Dame un libro de economía que analice las crisis financieras mundiales.,Economia,Give me an economy book that analyzes world financial crises.,Economy,10,22382,Show Me The Money!,"Can you imagine kids getting excited about economics? A 3rd grader itching to learn more about credit, or saving up her allowance for that college fund? DK can. In Show Me The Money, young readers are exposed to basic concepts of currency and finance, including the barter system, supply and demand, and how money works differently around the world.",Juvenile Nonfiction,1,,,
20,es,Dame un libro de economía que analice las crisis financieras mundiales.,Economia,Give me an economy book that analyzes world financial crises.,Economy,10,85071,Boomernomics: The Future of Your Money in the Upcoming Generational Warfare,Offer an analysis of the escalating competition among the world's growing economies and explain how Americans can survive and thrive in spite of it,Business & Economics,1,,,
20,es,Dame un libro de economía que analice las crisis financieras mundiales.,Economia,Give me an economy book that analyzes world financial crises.,Economy,10,61499,Wall Street Waltz: Ninety Visual Perspectives,"A picture book for financial markets. One page of explanation, one page of illustration will lead the reader to understand the complex financial concepts at a glance. Each chart illustrates the concept, for instance the power of compound interest, or the adjusted national debt in terms of the GNP. How much debt can this country afford? How much debt do we have now in comparative historical terms. It sounds difficult, but it really isn't. This book allows the lay person to understand things that only the economists sometimes grasp. Individuals & bookstores contact Business Classics 1-800-865-1001.",Business & Economics,1,,,
20,es,Dame un libro de economía que analice las crisis financieras mundiales.,Economia,Give me an economy book that analyzes world financial crises.,Economy,10,94627,"Anything Book, Classic Exec Series: Burgundy (Classic Executive)","Put brand theory into action and learn from the strategies and expertise of luxury organizations, to understand why certain brands become stellar prestige brands.",Business & Economics,0,,,
21,es,Estoy buscando una novela de misterio que tenga un detective astuto y una trama llena de giros sorprendentes.,Misterio,I am looking for a mystery novel that has a cunning detective and a plot full of surprising turns.,Mystery,19,84725,The Murder of Matthew Raymonds: A Modern Greek Tragedy,Modern murder mystery with a twist of Greek tragedy: a fight with destiny that draws two men into a fatal conflict. A page-turner with a plot fully unveiled only in the last pages.,Fiction,1,,,
21,es,Estoy buscando una novela de misterio que tenga un detective astuto y una trama llena de giros sorprendentes.,Misterio,I am looking for a mystery novel that has a cunning detective and a plot full of surprising turns.,Mystery,19,17351,13 Ghosts: Strange but True Stories,"Osborne presents 13 gripping, true tales of the supernatural, including the case of a murder solved by a ghost. Young readers will love these spooky stories designed just for them.",Ghosts,0,,,
21,es,Estoy buscando una novela de misterio que tenga un detective astuto y una trama llena de giros sorprendentes.,Misterio,I am looking for a mystery novel that has a cunning detective and a plot full of surprising turns.,Mystery,19,35877,Septimus (Spanish Edition),"The first book in a major fantasy series, featuring cunning, deception, quirky characters, clever charms and lots of humour.","""Childrens stories""",0,,,
21,es,Estoy buscando una novela de misterio que tenga un detective astuto y una trama llena de giros sorprendentes.,Misterio,I am looking for a mystery novel that has a cunning detective and a plot full of surprising turns.,Mystery,19,92737,Write Your Own Science Fiction Story (Write Your Own),"Explains how to create mystery stories, from crafting believable characters to creating intense plots, with examples from successful mystery books.",Juvenile Nonfiction,1,,,
21,es,Estoy buscando una novela de misterio que tenga un detective astuto y una trama llena de giros sorprendentes.,Misterio,I am looking for a mystery novel that has a cunning detective and a plot full of surprising turns.,Mystery,19,57592,The Criminal C. O. D. (Asey Mayo Cape Cod Mysteries),"For all its ingenious plot, The Mystery of the Cape Cod Tavern is more than a mystery; it is a genuine New England novel, full of Yankee horse sense, Cape Cod culture, and solid characters. This classic is an apt accomplice for an evening's excursion into the world of crime for Asey Mayo fans and initiate mystery lovers alike.",Fiction,1,,,
21,es,Dame recomendaciones de libros de ciencia ficción que se centren en viajes en el tiempo y realidades alternativas.,Ciencia ficción,Give me recommendations of science fiction books that focus on time trips and alternative realities.,Science fiction,15,9456,"The Sandman Library, Vol. 8: Worlds' End",A graphic novel that includes six intertwining stories told by travelers stranded at the World's End inn.,"Fantasy comic books, strips, etc",1,,,
21,es,Dame recomendaciones de libros de ciencia ficción que se centren en viajes en el tiempo y realidades alternativas.,Ciencia ficción,Give me recommendations of science fiction books that focus on time trips and alternative realities.,Science fiction,15,91815,"Asimov's Science Fiction, December 1997","Collects short stories exploring themes of time and space travel, self-discovery, and science and technology.",Fiction,1,,,
21,es,Dame recomendaciones de libros de ciencia ficción que se centren en viajes en el tiempo y realidades alternativas.,Ciencia ficción,Give me recommendations of science fiction books that focus on time trips and alternative realities.,Science fiction,15,92011,"Asimov's Science Fiction, August 1998","Collects short stories exploring themes of time and space travel, self-discovery, and science and technology.",Fiction,1,,,
21,es,Dame recomendaciones de libros de ciencia ficción que se centren en viajes en el tiempo y realidades alternativas.,Ciencia ficción,Give me recommendations of science fiction books that focus on time trips and alternative realities.,Science fiction,15,91503,"Asimov's Science Fiction, October 1995","Collects short stories exploring themes of time and space travel, self-discovery, and science and technology.",Fiction,1,,,
21,es,Dame recomendaciones de libros de ciencia ficción que se centren en viajes en el tiempo y realidades alternativas.,Ciencia ficción,Give me recommendations of science fiction books that focus on time trips and alternative realities.,Science fiction,15,98332,The Year's Best Science Fiction: Sixth Annual Collection,"Collects short stories exploring themes of time and space travel, self-discovery, and science and technology.",Fiction,1,,,
21,es,Estoy interesado en una novela de misterio contemporánea con un detective carismático y una trama llena de giros inesperados.,Misterio,I am interested in a contemporary mystery novel with a charismatic detective and a plot full of unexpected turns.,Mystery,19,89087,The One That Got Away: An Emma Price Mystery (Emma Price Mysteries),"In the engrossing first novel of a new mystery series, an appealing female investigator discovers a deadly connection between two disparate murder cases.",Fiction,1,1,,
21,es,Estoy interesado en una novela de misterio contemporánea con un detective carismático y una trama llena de giros inesperados.,Misterio,I am interested in a contemporary mystery novel with a charismatic detective and a plot full of unexpected turns.,Mystery,19,13315,Find Courtney: A Psychological Thriller,"Written in a tone of suppressed eroticism and infused with surprising revelations of false identities, Find Courtney is a psychological thriller that keeps the reader guessing up to its startling climax.",Fiction,1,1,,
21,es,Estoy interesado en una novela de misterio contemporánea con un detective carismático y una trama llena de giros inesperados.,Misterio,I am interested in a contemporary mystery novel with a charismatic detective and a plot full of unexpected turns.,Mystery,19,84725,The Murder of Matthew Raymonds: A Modern Greek Tragedy,Modern murder mystery with a twist of Greek tragedy: a fight with destiny that draws two men into a fatal conflict. A page-turner with a plot fully unveiled only in the last pages.,Fiction,1,1,,
21,es,Estoy interesado en una novela de misterio contemporánea con un detective carismático y una trama llena de giros inesperados.,Misterio,I am interested in a contemporary mystery novel with a charismatic detective and a plot full of unexpected turns.,Mystery,19,28516,Conch Shell Murder (Five Star First Edition Mystery),"Known for her highly acclaimed mysteries for the young adult audience, this is Francis' first adult mystery novel -- a suspense thriller combining a first-rate puzzle with some wonderfully entertaining character portraits. It's a classic whodunit filled with fun and suspense, all set against the tropical backdrop of Key West.",Fiction,1,1,,
21,es,Estoy interesado en una novela de misterio contemporánea con un detective carismático y una trama llena de giros inesperados.,Misterio,I am interested in a contemporary mystery novel with a charismatic detective and a plot full of unexpected turns.,Mystery,19,17351,13 Ghosts: Strange but True Stories,"Osborne presents 13 gripping, true tales of the supernatural, including the case of a murder solved by a ghost. Young readers will love these spooky stories designed just for them.",Ghosts,1,1,,
22,es,"Amo la poesia romantica, recomiendame libros de poesía que explore el amor a la mujer y a la vida.  ",Poesía,"I love romantic poetry, recommend me poetry books that explore the love of women and life.",Poetry,16,55762,Poetry for the Common Man,"Belief is the engine of the soul and drives you to do great things. This book is a collection of easy-read poems which the author feels the reader will enjoy reading and will maybe open minds to new adventures. They are a collection of a wide range of different-themed poems: family to country poems, poems about man's best friend, psychological, and war poems. Read and be captivated by them.",Poetry,1,,1,
22,es,"Amo la poesia romantica, recomiendame libros de poesía que explore el amor a la mujer y a la vida.  ",Poesía,"I love romantic poetry, recommend me poetry books that explore the love of women and life.",Poetry,16,100418,"You Inspire Me: Beyond Poetry, Living an Inspired Life Volume II","A wonderful book of inspirational and creative poetry. This second book, in the You Inspire Me Series takes you deeper into your spiritual journey. A must read!",Poetry,1,,1,
22,es,"Amo la poesia romantica, recomiendame libros de poesía que explore el amor a la mujer y a la vida.  ",Poesía,"I love romantic poetry, recommend me poetry books that explore the love of women and life.",Poetry,16,127949,This Little Red Bitch in My Chest,"This Little Red Bitch in My Chest is a collection of poetry, a collection of life written by Rik Woods. This is not a collection of flowing words that rhyme to a certain rhythm. The writing style is open, descriptive and aggressive.The book is divided into chapters, allowing the reader to choose the type of poetry their mind dictates. This Little Red Bitch in My Chest is a collection of life. Life isn't always gentle and beautiful. This poetry collection may open doors into subjects many would prefer to ignore. You will find poetry about the beauty of love and life, but you will also read about the pain and heartbreak of love and about the pain and sorrow of abuse.When you read This Little Red Bitch in My Chest, you will be drawn into the pages to experience life as seen through the eyes of the author.",Poetry,1,,1,
22,es,"Amo la poesia romantica, recomiendame libros de poesía que explore el amor a la mujer y a la vida.  ",Poesía,"I love romantic poetry, recommend me poetry books that explore the love of women and life.",Poetry,16,80809,"Love, Laughter & Dreams: We Prayed for Twelve Children","Seasons of Love, Laughter and Sorrow is all it implies, set to poetry. You will experience a full range of emotions encapsulated in one book.",Poetry,1,,1,
22,es,"Amo la poesia romantica, recomiendame libros de poesía que explore el amor a la mujer y a la vida.  ",Poesía,"I love romantic poetry, recommend me poetry books that explore the love of women and life.",Poetry,16,56199,Loosely-Braided Fog: A 3-D Single Mom in the Making,"Inspiring poetry for single mothers that evokes parenting moments, dating redflags and a comforting sense that they are not alone. (Poetry)",Poetry,1,,1,
22,es,Estoy interesado en una novela romántica que se desarrolle en francia y tenga un toque de drama.,Romance,I am interested in a romantic novel that develops in France and has a touch of drama.,Romance,17,87715,Postcards from a Summer Girl,"Imagine a missing poet; vanished, without a trace. Whats left is this box of notes and postcards shes written. Some stranger enters her vacant rooms, finds these things, and is left to imagine a life and an identity for this wisp of words. Id like to begin this new collection with that bit of semi-fiction. It interests me to think of a character and a setting that could be consistent with these poems. This is a new approach. Earlier collections have been done with sub-sections, and lots of definitions in the footnotes, which was something of my earlier trademark. This new assortment of poems is really a collection of observations and reflections, some of them cathartic, others merely note-jotting. Much of it is whimsy, with a touch of grit around the edges.",Poetry,1,,,
22,es,Estoy interesado en una novela romántica que se desarrolle en francia y tenga un toque de drama.,Romance,I am interested in a romantic novel that develops in France and has a touch of drama.,Romance,17,128304,Nicholas the Naked Sicilian and Other Stories,"My ambition when I started this book was to allow the readers a chance to use their own imaginations and to come to their own conclusions. Nicholas is a fable. It is about a man who somehow manages to live his own life to the fullest. There are also fifteen other unconventional short stories included in this book. To sum up, I just wanted to write a thought provoking book that would be fun to read.",Fiction,0,,,
22,es,Estoy interesado en una novela romántica que se desarrolle en francia y tenga un toque de drama.,Romance,I am interested in a romantic novel that develops in France and has a touch of drama.,Romance,17,77829,Hurry Home (Nicola Tatiana King Selection),"Short Fiction. ""Hurry Home is a book with a sense of narrative urgency. These stories are clean and spare, passionate and direct about the facts of life, particularly love and riches and the way they don't always go together. As Ravel said of his own music, they are 'complex but not complicated.'"" (Charles Baxter) ""Ann Scott Knight's prose is elegant and precise. Her characters live in you long after you've finished the book. This is the debut of a fine young writer."" (Robert Boswell)",Fiction,0,,,
22,es,Estoy interesado en una novela romántica que se desarrolle en francia y tenga un toque de drama.,Romance,I am interested in a romantic novel that develops in France and has a touch of drama.,Romance,17,76872,Heir to Govandhara,An absorbing and seductive fantasy novel that sweeps the reader into a world of warmth and beauty.,Fiction,0,,,
22,es,Estoy interesado en una novela romántica que se desarrolle en francia y tenga un toque de drama.,Romance,I am interested in a romantic novel that develops in France and has a touch of drama.,Romance,17,84725,The Murder of Matthew Raymonds: A Modern Greek Tragedy,Modern murder mystery with a twist of Greek tragedy: a fight with destiny that draws two men into a fatal conflict. A page-turner with a plot fully unveiled only in the last pages.,Fiction,0,,,
23,es,Busco un libro de fantasía con un mundo rico en mitología y personajes complejos.,Fantasía,I look for a fantasy book with a world rich in mythology and complex characters.,Fantasy,15,35877,Septimus (Spanish Edition),"The first book in a major fantasy series, featuring cunning, deception, quirky characters, clever charms and lots of humour.","""Childrens stories""",1,,,1
23,es,Busco un libro de fantasía con un mundo rico en mitología y personajes complejos.,Fantasía,I look for a fantasy book with a world rich in mythology and complex characters.,Fantasy,15,76872,Heir to Govandhara,An absorbing and seductive fantasy novel that sweeps the reader into a world of warmth and beauty.,Fiction,1,,,1
23,es,Busco un libro de fantasía con un mundo rico en mitología y personajes complejos.,Fantasía,I look for a fantasy book with a world rich in mythology and complex characters.,Fantasy,15,41237,Bequest,"In this companion to ""The Grimm Legacy""Na time-travel adventure full of paradoxes, humor, and a touch of romanceNtwo teenagers use H.G. Wells' famous time machine to race through time and stop a dangerous enemy.",Juvenile Fiction,0,,,1
23,es,Busco un libro de fantasía con un mundo rico en mitología y personajes complejos.,Fantasía,I look for a fantasy book with a world rich in mythology and complex characters.,Fantasy,15,72811,Catseye (Shattered Light),"A magical world of swords, sorcery, and adventure comes alive in the third book in the series based on the popular online game. In a world created when a mystic icon was shattered into countless fragments, adventurers of many species vie with creatures of darkness as they embark on daring voyages of discovery.",Fiction,1,,,1
23,es,Busco un libro de fantasía con un mundo rico en mitología y personajes complejos.,Fantasía,I look for a fantasy book with a world rich in mythology and complex characters.,Fantasy,15,72099,Riddle in the Mountain,"Celtic mythology and the American West combine to create an unusual, well-researched, and fast-paced adventure.",Juvenile Fiction,1,,,1
23,es,Quiero leer sobre historia de la Segunda Guerra Mundial desde una perspectiva socioeconomica.,Historia,I want to read about World War II history from a socioeconomic perspective.,History,13,64286,The Vietnam War For Dummies,"The Vietnam War was a recent war that was impactful to the cold war. It’s one that your child should know, and understand. It was a significant war and time period in our history. Pick up a copy of this today, and you’ll teach your child some unique facts about this war.",Juvenile Nonfiction,0,,,1
23,es,Quiero leer sobre historia de la Segunda Guerra Mundial desde una perspectiva socioeconomica.,Historia,I want to read about World War II history from a socioeconomic perspective.,History,13,127870,Over Here,"Considers the implications of America's involvement in World War I for intellectuals, minorities, politicians, and economists.",History,0,,,1
23,es,Quiero leer sobre historia de la Segunda Guerra Mundial desde una perspectiva socioeconomica.,Historia,I want to read about World War II history from a socioeconomic perspective.,History,13,100099,A tribute to the Harvest Brigade: Massey Harris combines spearhead a unique wheat harvest during WWII.: An article from: Implement & Tractor,"""Investigating Iwo encourages us to explore the connection between American visual culture and World War II, particularly how the image inspired Marines, servicemembers, and civilians to carry on with the war and to remember those who made the ultimate sacrifice to ensure victory over the Axis Powers. Chapters shed light on the processes through which history becomes memory and gains meaning over time. The contributors ask only that we be willing to take a closer look, to remain open to new perspectives that can deepen our understanding of familiar topics related to the flag raising, including Rosenthal's famous picture, that continue to mean so much to us today""--",Flags,0,,,1
23,es,Quiero leer sobre historia de la Segunda Guerra Mundial desde una perspectiva socioeconomica.,Historia,I want to read about World War II history from a socioeconomic perspective.,History,13,33513,Not My Father's War,"This book is based on a diary kept by an armored tank crewman serving in Germany in the early 1970s. While many Veterans will enjoy reading this book, even non-Veterans will gain an understanding of what the military experience is like and have a greater appreciation for military service. The book has a serious message about military readiness which makes it timely and thought provoking.",Biography & Autobiography,0,,,1
23,es,Quiero leer sobre historia de la Segunda Guerra Mundial desde una perspectiva socioeconomica.,Historia,I want to read about World War II history from a socioeconomic perspective.,History,13,115954,America's War in Vietnam: A Short Narrative History,"An overview of the Vietnam War, with an emphasis on its military campaigns and political issues.",History,0,,,1
24,es,"Deseo una novela de terror de monstruos clasicos, drakula, el hombre lobo, el hombre invisible, muertos vivientes, etc.  ",Terror,"I want a horror novel of classic monsters, Drakula, the Werewolf, the invisible man, Living Dead, etc.",Terror,17,104940,Nuklear Age,"This is just another one of those stories with killer robots, a giant monster from beyond time, evil toys, a mind control plot, sub-orbital death beams, kidnappers, bad movies, superpowered thugs, kidnapping, a megalomaniacal usurper, a maniacal genius hellbent on world domination, and an apocalypse.Not all at once, though. I mean, really, could you imagine coordinating the fight scene? Or reading it? You'd have to take notes just to keep track of who hit what and why.",Fiction,1,1,,
24,es,"Deseo una novela de terror de monstruos clasicos, drakula, el hombre lobo, el hombre invisible, muertos vivientes, etc.  ",Terror,"I want a horror novel of classic monsters, Drakula, the Werewolf, the invisible man, Living Dead, etc.",Terror,17,80569,Great Tales of Horror & the Supernatural,"H.P. Lovecraft: Great Tales of Horror features twenty of horror master H.P. Lovecraft's classic stories, among them some of the greatest works of horror fiction ever written, including: The Rats in the Walls, Pickman's Model, The Colour out of Space, The Call of Cthulhu, The Dunwich Horror, The Shadow over Innsmouth, At the Mountains of Madness, The Shadow out of Time, and The Haunter of the Dark.",Horror tales,1,1,,
24,es,"Deseo una novela de terror de monstruos clasicos, drakula, el hombre lobo, el hombre invisible, muertos vivientes, etc.  ",Terror,"I want a horror novel of classic monsters, Drakula, the Werewolf, the invisible man, Living Dead, etc.",Terror,17,19124,"The Dark Age: Grim, Great & Gimmicky Post-Modern Comics","Do you remember The Dark Knight Returns and Watchmen? The “polybagged premium” craze? The death of Superman? Renegade superheroes Spawn, Pitt, Bloodshot and Cyberforce? When vigilantes spilled blood by the gallon — and those were the good guys? If you love the comic books of the ’80s, ’90s and ’00s, read all about the sometimes glorious, sometimes gory era of comics known as THE DARK AGE (168-page trade paperback; $19.95)! Featuring interviews with Dark Age greats Todd McFarlane (Spawn), Dave Gibbons (Watchmen), Jim Lee (X-Men), Kevin Smith (Clerks), Alex Ross (Kingdom Come), Mike Mignola (Hellboy), Erik Larsen (Savage Dragon), J. O’Barr (The Crow), David Lapham (Stray Bullets), Joe Quesada (Daredevil), Mike Allred (Madman), Dennis O’Neil (Batman: Knightfall) and others! With a color section spotlighting highlights — and lowlights – of THE DARK AGE!",Comics & Graphic Novels,1,1,,
24,es,"Deseo una novela de terror de monstruos clasicos, drakula, el hombre lobo, el hombre invisible, muertos vivientes, etc.  ",Terror,"I want a horror novel of classic monsters, Drakula, the Werewolf, the invisible man, Living Dead, etc.",Terror,17,100546,The Ingrid Pitt Bedside Companion for Ghosthunters,"Ingrid Pitt has scared up the lowdown on ghosts, spooks, specters, shades, phantoms, wraiths, apparitions, and even poltergeists. An international almanac of where and how to track down ghosts of the dear departed, plus a compendium of the spookiest movies ever made.","Body, Mind & Spirit",1,1,,
24,es,"Deseo una novela de terror de monstruos clasicos, drakula, el hombre lobo, el hombre invisible, muertos vivientes, etc.  ",Terror,"I want a horror novel of classic monsters, Drakula, the Werewolf, the invisible man, Living Dead, etc.",Terror,17,116499,"Van Richten's Guide to Werebeasts (AD&D; 2nd Edition, Ravenloft Accessory)","Ravenloft's most famous monster hunter delves into the terrible world of werebeasts. The horrid affliction of lycanthropy distorts the victim's mind and body to mimic a beast of the wilderness. Abominations of wolves, bears, cats, and stranger beasts are revealed in this accessory volume. *****Marion, add to end of title: (RS2)*****",Dungeons and Dragons (Game),1,1,,
25,es,Sugiereme el mejor libro de ciencia que explique los conceptos científicos de manera accesible y entretenida.,Ciencia,Suggest the best science book that explains scientific concepts in an accessible and entertaining way.,Science,15,86024,ASP.NET for Web Designers,"The only book that provides insight to designers on designing ASP.NET applications in an analogy manner that designers can understand and relate to, this guide also provides clear and concise, hands-on, real-world examples right from the beginning of the book.",Computers,1,,,
25,es,Sugiereme el mejor libro de ciencia que explique los conceptos científicos de manera accesible y entretenida.,Ciencia,Suggest the best science book that explains scientific concepts in an accessible and entertaining way.,Science,15,38490,The Blackwell Guide to the Philosophy of Computing and Information,"This Guide provides an ambitious state-of-the-art survey of the fundamental themes, problems, arguments and theories constituting the philosophy of computing. A complete guide to the philosophy of computing and information. Comprises 26 newly-written chapters by leading international experts. Provides a complete, critical introduction to the field. Each chapter combines careful scholarship with an engaging writing style. Includes an exhaustive glossary of technical terms. Ideal as a course text, but also of interest to researchers and general readers.",Science,1,,,
25,es,Sugiereme el mejor libro de ciencia que explique los conceptos científicos de manera accesible y entretenida.,Ciencia,Suggest the best science book that explains scientific concepts in an accessible and entertaining way.,Science,15,35130,For All Practical Purposes: Mathematical Literacy in Today's World,"This is the most effective and engaging textbook available for showing mathematics at work in areas with a direct impact on our lives (consumer products and advertising, politics, the economy, the Internet). It was the first, and remains the best, textbook for liberal arts students and for instructors who want to bring students the excitement of contemporary mathematical thinking and help their students think logically and critically. The new edition offers a number of changes designed to make the text more accessible than ever to a wider range of students and instructors.",Mathematics,1,,,
25,es,Sugiereme el mejor libro de ciencia que explique los conceptos científicos de manera accesible y entretenida.,Ciencia,Suggest the best science book that explains scientific concepts in an accessible and entertaining way.,Science,15,43495,Easy Writer,"A little handbook offering reliable, easy-to-find writing advice for university and beyond, in an easy to use and affordable format. Andrea Lunsford meets students where they are with friendly advice, research-based tips for solving the Top Twenty writing problems, and an emphasis on making effective rhetorical choices. The seventh edition puts even more emphasis on empowering students to become critical thinkers and ethical communicators with new advice about fact checking and evaluating sources and more advice about choosing language that builds common ground. In addition, the seventh edition offers more support for writing in a variety of disciplines and genres and more models of student writing to help students make effective choices in any context. Suitable for students looking to focus their writing or those looking for a pocket-sized quick reference, this book will help students make effective choices for academic work and understand the conventions of formal written English.",Education,1,,,
25,es,Sugiereme el mejor libro de ciencia que explique los conceptos científicos de manera accesible y entretenida.,Ciencia,Suggest the best science book that explains scientific concepts in an accessible and entertaining way.,Science,15,77090,Calculus: The Elements,"This book provides a full and clear account of the essentials of calculus, presented in an engaging style that is both readable and mathematically precise. Concepts and central ideas are emphasized throughout. Physical examples and interpretations play a leading role, and alternative approaches to fundamental ways of thinking help the student develop the intuitive understanding so important in science and engineering. Many questions and problems, with detailed solutions, encourage active reading and independent thought. Usable either as a basic classroom text or as a supplement that will give the reader a grasp of calculus as a whole, the book is also ideally suited for self-study.",Mathematics,1,,,
26,es,"Quiero leer cuentos clasicos como blanca nieves, rapunsel. ",Literatura infantil,"I want to read classic stories like Blanca Nieves, Rapunsel.",Children's literature,10,77359,Training Juan Domingo: Mexico and Me,"Deceptively fresh and innocent, this book is really a hair-raising and rowdy venture from start to finish, by a woman who turns the commonplace into pure magic. And the not so commonplace: a drug bust, the Kennedy assassination, a climb to the crater of Paricutin volcano, Acapulco in the 50s. This is a younger Mexico, trying to find its way. It is also an indictment of cruelty and indifference, a book about dogs, children, love of nature. A sense of wonder and a surprise on every page.",Travel,0,1,,
26,es,"Quiero leer cuentos clasicos como blanca nieves, rapunsel. ",Literatura infantil,"I want to read classic stories like Blanca Nieves, Rapunsel.",Children's literature,10,10003,"ROOSTERS, REBELS & ROYALS: 3 Revolutions, 4 Stories, 5 Poems",""" ... sail the Seven Seas in search of the perfect island, take note of out-of-control roosters and rebels, wine and dine with royalty, savor the flavor of sexy pre-Castro Cuba and post-war Paris, learn about the teenage GI ""Problem Children"" who nearly trash World War II, get lost in a Peruvian Outback adventure to die for.""--Page 4 of cover.",Fiction,0,1,,
26,es,"Quiero leer cuentos clasicos como blanca nieves, rapunsel. ",Literatura infantil,"I want to read classic stories like Blanca Nieves, Rapunsel.",Children's literature,10,119626,Mafalda 8 (Spanish Edition),"Mafalda, the six-year-old girl who has captivated millions of hearts in Latin America and the world, is now on Google Play with her love for The Beatles, pancakes, books, tv (except for series), running in the open air, and playing cowboys. This character has been an inspiration to many, others have learnt to read with her stories. Mafalda is a symbol of liberty and of children's rights; she hates soup and can't stand injustice, war, violence, or racism. She would like to work at ONU when she grows up, so she can help the world. She is both critical and naive at the same time, a mix that you will surely find charming. Her thoughts and the values she stands for are good reasons for sharing her comic strips with the family. Download and share her eleven books, now available on Google Play. Enjoy.",Comics & Graphic Novels,1,1,,
26,es,"Quiero leer cuentos clasicos como blanca nieves, rapunsel. ",Literatura infantil,"I want to read classic stories like Blanca Nieves, Rapunsel.",Children's literature,10,119143,Mafalda 4 (Spanish Edition),"Mafalda, the six-year-old girl who has captivated millions of hearts in Latin America and the world, is now on Google Play with her love for The Beatles, pancakes, books, tv (except for series), running in the open air, and playing cowboys. This character has been an inspiration to many, others have learnt to read with her stories. Mafalda is a symbol of liberty and of children's rights; she hates soup and can't stand injustice, war, violence, or racism. She would like to work at ONU when she grows up, so she can help the world. She is both critical and naive at the same time, a mix that you will surely find charming. Her thoughts and the values she stands for are good reasons for sharing her comic strips with the family. Download and share her eleven books, now available on Google Play. Enjoy.",Comics & Graphic Novels,1,1,,
26,es,"Quiero leer cuentos clasicos como blanca nieves, rapunsel. ",Literatura infantil,"I want to read classic stories like Blanca Nieves, Rapunsel.",Children's literature,10,118821,Mafalda 1 (Spanish Edition),"Mafalda, the six-year-old girl who has captivated millions of hearts in Latin America and the world, is now on Google Play with her love for The Beatles, pancakes, books, tv (except for series), running in the open air, and playing cowboys. This character has been an inspiration to many, others have learnt to read with her stories. Mafalda is a symbol of liberty and of children's rights; she hates soup and can't stand injustice, war, violence, or racism. She would like to work at ONU when she grows up, so she can help the world. She is both critical and naive at the same time, a mix that you will surely find charming. Her thoughts and the values she stands for are good reasons for sharing her comic strips with the family. Download and share her eleven books, now available on Google Play. Enjoy.",Comics & Graphic Novels,1,1,,
26,es,"Por favor, sugiéreme un libro de negocios que ofrezca estrategias efectivas para el emprendimiento y el liderazgo. ",Negocios,Please suggest a business book that offers effective strategies for entrepreneurship and leadership.,Business,13,99163,Winning Communications Strategies-,Developing effective strategies can put you on the path to becoming a trusted advisor and a valued employee. The Communication Strategy Framework that is introduced in this handbook has been designed to help professionals make targeted choices toward strategic communication.,Communication in management,1,,,
26,es,"Por favor, sugiéreme un libro de negocios que ofrezca estrategias efectivas para el emprendimiento y el liderazgo. ",Negocios,Please suggest a business book that offers effective strategies for entrepreneurship and leadership.,Business,13,75307,Creative Intelligence: Discovering the Innovative Potential in Ourselves and Others,"The complete guide to identifying, measuring, promoting, and applying creativity, this title teaches readers to understand and make use of all four forms of creativity: intuition, innovation, imagination, and inspirational leadership. Strategic advice for executives on how to lead an organization towards greater creativity is featured.",Business & Economics,1,,,
26,es,"Por favor, sugiéreme un libro de negocios que ofrezca estrategias efectivas para el emprendimiento y el liderazgo. ",Negocios,Please suggest a business book that offers effective strategies for entrepreneurship and leadership.,Business,13,94592,"How to Grow Your Business on the Internet, 3rd Edition","In this up-to-date third edition of The Lawyer's Guide to Marketing on the Internet, you'll learn how to make the latest technology work for your practice and increase your firm's visibility. This comprehensive resource provides proven online marketing strategies and guides you on how to effectively and efficiently market your law practice.",Business & Economics,1,,,
26,es,"Por favor, sugiéreme un libro de negocios que ofrezca estrategias efectivas para el emprendimiento y el liderazgo. ",Negocios,Please suggest a business book that offers effective strategies for entrepreneurship and leadership.,Business,13,74748,Introducing NLP: Psychological Skills for Understanding and Influencing People,"This book offers the practical skills used by outstanding communicators. Excellent communication is the basis of creating excellent results. NLP skills are proving invaluable for personal development and professional excellence in counseling, education and business.",Self-Help,1,,,
26,es,"Por favor, sugiéreme un libro de negocios que ofrezca estrategias efectivas para el emprendimiento y el liderazgo. ",Negocios,Please suggest a business book that offers effective strategies for entrepreneurship and leadership.,Business,13,115674,The Complete Idiot's Guide to Winning Customer Loyalty,"Emphasizing the importance of customer satisfaction and service in promoting one's business success, this useful guide presents a complete plan for developing a customer-driven corporate culture, as well as strategic methods for attracting new customers and achieving customer loyalty. Original.",Business & Economics,1,,,
27,es,Dame recomendaciones de libros infantiles llenos de aventuras y personajes entrañables.,Literatura infantil,Give me recommendations of children's books full of adventures and endearing characters.,Children's literature,12,88693,365 Ways to Say Good Night,"Provides a charming bedtime book with full-color illustrations for preschoolers, complete with lullabies, myths, poetry, facts, and activities.","""Childrens questions and answers.""",1,,,
27,es,Dame recomendaciones de libros infantiles llenos de aventuras y personajes entrañables.,Literatura infantil,Give me recommendations of children's books full of adventures and endearing characters.,Children's literature,12,14772,"Authors in the Kitchen: Recipes, Stories, and More","Stir up a batch of storybook treats with recipes contributed by 50 beloved children's authors, and learn more about their lives and work.",Cooking,0,,,
